frame,x,y,label
5239,71.08325,5.8048673,0
15244,281.67153274345395,43.7117689761734,1
2926,228.44554,152.40428,0
2753,39.947135355609895,96.6032663447094,1
5004,258.7325677534104,192.6813275930786,1
1490,82.02959,102.18864,0
9781,131.5607960989952,31.364872197174076,1
11675,133.71406478061675,157.30040497131347,1
11364,276.8223980379105,66.97493403648376,1
8254,99.36111217487336,172.22826442707063,1
12165,26.918349700828557,170.60639454433442,1
1102,281.59899746690274,100.18516209311008,1
3234,135.37802,289.51822,0
19407,85.70237,288.9939,0
4998,290.10836441640856,114.3032125440216,1
16560,272.8571132195664,99.56067814193726,1
1171,14.647148,59.41899,0
16103,132.26453,243.0139,0
14068,33.637234,52.846676,0
14412,266.0947830552673,167.9071952273178,1
2489,101.69295925372124,266.0577019587326,1
15663,216.1781927795029,269.0887297967911,1
1493,83.90250174994469,53.75852615478516,1
15975,15.768547,110.46951,0
16216,11.487350365959168,239.3557078016281,1
10359,81.13317479760742,243.8678479041672,1
16758,158.21942,143.58028,0
10866,167.175564112854,66.79039878356933,1
263,262.582,106.63448,0
15952,160.2235440879822,8.06850630908966,1
665,46.76385408282518,45.46914261025238,1
15258,126.4787349495697,66.2790473902893,1
68,11.516521,104.40227,0
19078,286.6326,179.57094,0
18335,141.8443,83.48189,0
19859,83.385735,105.50998,0
5804,36.281487944602965,201.18911515483856,1
1712,72.86984561841489,175.1145136119461,1
17700,185.85368,239.2848,0
18953,247.168523802948,82.08129676254272,1
15636,202.6423,125.25726,0
12626,222.4934372507477,77.09611626415253,1
2560,23.785675,104.15991,0
11340,205.84044,7.625845,0
2955,212.2362,248.85233,0
64,280.300937481699,269.97821062926766,1
2112,9.816041659725188,290.51820256819724,1
9878,248.26025,234.89864,0
9252,20.43202613750458,136.70462779842376,1
14692,281.52606,136.99834,0
5137,193.51569103034973,21.79701852948761,1
18050,64.43148064648437,143.04321301239014,1
12205,126.9586033203888,66.065323431221,1
13375,272.05948,135.12346,0
13201,242.36612,172.38919,0
15857,131.38932787609102,129.91542928058624,1
14352,164.34015,42.852875,0
5542,247.73847630489348,119.14436766117096,1
19850,30.07427,244.88231,0
9136,148.97649334449767,86.4229894008255,1
13347,131.8093927470398,154.3179697335434,1
14500,14.490570861732484,199.46738978546145,1
522,281.5912,2.534564,0
8245,59.40231,90.299675,0
10250,248.44574022525788,172.8499492830658,1
19562,44.18345137413788,55.14716177932739,1
1449,264.029987672472,87.02468209330559,1
222,138.10873,265.8573,0
14546,10.427059,161.86188,0
17608,204.33142,53.90702,0
19119,174.00145,241.11716,0
15802,3.729201410115052,258.9723403381348,1
3112,140.8820198135948,71.86430714421844,1
19398,52.01244,261.62314,0
6344,153.81388685153962,85.80786048183441,1
9729,43.608826,187.86305,0
11775,182.27800916347505,94.01752554954528,1
19215,218.08470462100985,199.7192232476044,1
16271,98.68703862823486,128.04374805595398,1
19190,98.90214856689452,147.85691807670594,1
12551,256.917906554718,25.514622115631106,1
18808,127.27040146875,19.52102737246704,1
8057,148.95302,244.94589,0
3895,122.06390058582306,264.0875671351433,1
209,141.57150321631013,161.62950769133866,1
19809,167.40862,228.77115,0
13840,116.22361144512176,195.10073553588867,1
3098,46.46013,209.63924,0
9353,187.1325,110.115616,0
16355,147.652749106369,198.9908343706131,1
5400,272.17278715076446,18.179382435409547,1
1697,269.41867,280.678,0
18684,37.861168,50.41874,0
16646,235.80823231552125,248.1059009002304,1
7978,161.53546,230.37874,0
19073,232.48035,131.03868,0
16277,285.5959,178.68239,0
137,209.10992,279.31598,0
12274,118.7571681519699,245.83558536151887,1
13996,159.05416502132417,37.50437970199585,1
18113,51.66862,286.74918,0
6128,124.80698758197784,13.83521988305664,1
9686,67.08273751808167,201.574987290802,1
7443,86.80073,97.82054,0
18852,116.906494,209.30298,0
2395,101.83890161787032,170.9249902478218,1
18634,235.5204,102.59584,0
8277,166.50166,216.98996,0
11331,291.36307,121.970955,0
5377,160.04741,221.20462,0
10741,101.5868759619522,202.01822352996825,1
18487,67.81865,272.7421,0
4983,196.64142,142.44601,0
6451,18.144608,55.09344,0
13208,77.42957792251588,17.258751362754822,1
17217,227.62285,125.1032,0
14382,285.4836,178.25552,0
10770,222.44873,159.39545,0
726,196.90526273628475,218.80318344997883,1
18981,222.70232,159.75822,0
16131,226.54645249790192,124.93640898109436,1
8279,157.2100133972931,97.2518228245926,1
14410,267.7530579172134,59.76341384088135,1
13948,205.092325929718,92.49146010326386,1
2569,259.6897803050041,94.57578947049142,1
16923,81.10734,92.37429,0
3275,91.79650226587296,276.0720686326218,1
3366,70.38068,153.41438,0
7012,247.91734,10.871376,0
4107,68.14274700912476,107.4903782350731,1
4241,73.67600034395218,158.58709298856735,1
9957,71.080734,6.178018,0
6945,193.46809592020037,108.28471058952331,1
2290,64.48264113707542,173.20186938001632,1
8379,193.19597,52.47247,0
17932,127.78936,182.825,0
2550,56.93197,256.0757,0
1291,45.63879429193496,144.16489047774792,1
7967,123.68712877292631,167.03835016628264,1
1093,119.25156675391672,61.57813821583939,1
3435,242.73646208639144,63.802403608570096,1
15040,240.94272,8.516453,0
3273,6.9539623,264.18616,0
79,252.99539,109.27647,0
16900,234.6818216064453,124.66128464950562,1
6293,103.0705136194992,267.2641314736176,1
2854,160.11024,126.90061,0
12689,15.88672488936615,135.9191670668411,1
1610,198.1218967103529,129.4878190626049,1
12413,256.3191269238281,147.01403567443847,1
17746,154.50931488544464,192.95050989387516,1
17718,225.98679,179.50386,0
15060,7.845521549011231,120.45504850906372,1
7097,151.6024,66.26543,0
15307,98.99790736240386,208.92101047336575,1
14842,144.62468139286042,229.2571383264923,1
586,70.86395,199.06279,0
14209,283.66122,245.57608,0
2291,270.1164,134.65146,0
6792,162.36153,127.39915,0
10545,38.467907,149.45934,0
19499,121.15209,160.29874,0
17716,48.80000240563202,208.0865186732483,1
4354,41.509912568702696,130.93478246412278,1
16126,71.65787,243.17363,0
8145,193.31891,191.50604,0
7457,89.87881078948593,146.00930757900238,1
4548,73.93413107751846,273.7437666355324,1
15813,160.99893,202.03894,0
6710,35.31180375776291,185.19574055091857,1
14963,259.2246279305649,68.82639795056916,1
9937,210.40058717653275,156.3548833472061,1
16475,175.99898507873536,278.4458262464523,1
2899,176.0109854485321,38.92312367622375,1
2267,267.979547281599,254.98468864671707,1
